net,length_um
_02975_,8.69µm
_00427_,8.685µm
_01964_,8.68µm
_05184_,8.68µm
_05959_,8.68µm
_01172_,8.66µm
_01803_,8.66µm
_02140_,8.66µm
_02268_,8.66µm
_02823_,8.66µm
_02944_,8.66µm
_02977_,8.66µm
_03070_,8.66µm
_03289_,8.66µm
_03297_,8.66µm
_03600_,8.66µm
_04123_,8.66µm
_04584_,8.66µm
_04702_,8.66µm
_04901_,8.66µm
_05509_,8.66µm
u_interface.fifo_data\[11\]\[22\],8.66µm
u_interface.fifo_data\[1\]\[29\],8.66µm
u_interface.u_gelu_fp32.u_synth_top.s3_mult\[21\],8.66µm
u_interface.u_gelu_fp32.u_q16_to_fp32.s3_norm_mag\[10\],8.655µm
_00477_,8.635µm
_03477_,8.62µm
_04877_,8.62µm
net1078,8.62µm
net1314,8.62µm
_00747_,8.615µm
_00290_,8.605µm
u_interface.fifo_data\[14\]\[13\],8.605µm
_01767_,8.6µm
_02725_,8.6µm
_02740_,8.6µm
_02963_,8.6µm
_04163_,8.6µm
u_interface.u_gelu_fp32.u_synth_top.s1_x\[13\],8.6µm
_02567_,8.58µm
_02888_,8.58µm
_03795_,8.58µm
_04562_,8.58µm
_04727_,8.58µm
_04845_,8.58µm
_04900_,8.58µm
_05099_,8.58µm
_05556_,8.58µm
_05812_,8.58µm
_06233_,8.58µm
_06347_,8.58µm
u_interface.u_gelu_fp32.s2_data\[19\],8.58µm
u_interface.fifo_data\[14\]\[19\],8.57µm
_01013_,8.56µm
_01586_,8.56µm
_01922_,8.56µm
_02303_,8.56µm
_02431_,8.56µm
_02571_,8.56µm
_02711_,8.56µm
_03115_,8.56µm
_03417_,8.56µm
_03967_,8.56µm
_04079_,8.56µm
_04137_,8.56µm
_04372_,8.56µm
_04498_,8.56µm
_05383_,8.56µm
_05844_,8.56µm
u_interface.fifo_data\[1\]\[5\],8.56µm
u_interface.fifo_tuser\[8\],8.56µm
u_interface.u_gelu_fp32.u_fp32_to_q16.s3_frac\[25\],8.56µm
u_interface.u_gelu_fp32.u_q16_to_fp32.s3_norm_mag\[6\],8.56µm
net933,8.56µm
_02750_,8.54µm
_03247_,8.54µm
_04299_,8.54µm
_04474_,8.54µm
_00694_,8.525µm
_01230_,8.52µm
_02704_,8.52µm
_02803_,8.52µm
_03014_,8.52µm
_03705_,8.52µm
_03975_,8.52µm
_04760_,8.52µm
_06455_,8.52µm
net940,8.52µm
net1144,8.52µm
_02667_,8.5µm
_03165_,8.5µm
_03211_,8.5µm
_03369_,8.5µm
_05399_,8.5µm
u_interface.u_gelu_fp32.u_synth_top.s3_mult\[23\],8.5µm
_00072_,8.485µm
_00203_,8.485µm
_00239_,8.485µm
_00258_,8.485µm
_00690_,8.485µm
_01313_,8.48µm
_02410_,8.48µm
_02469_,8.48µm
_03370_,8.48µm
_04363_,8.48µm
u_interface.u_gelu_fp32.u_synth_top.s3_mult\[42\],8.48µm
m_axis_tdata[11],8.47µm
_02199_,8.46µm
_02205_,8.46µm
_02496_,8.46µm
_03388_,8.46µm
_03857_,8.46µm
_03916_,8.46µm
_04278_,8.46µm
_04568_,8.46µm
_05210_,8.46µm
_05295_,8.46µm
_00331_,8.445µm
u_interface.fifo_data\[2\]\[15\],8.445µm
_01295_,8.44µm
_01608_,8.44µm
_01998_,8.44µm
_02530_,8.44µm
_02619_,8.44µm
_02930_,8.44µm
_02992_,8.44µm
_03022_,8.44µm
_03490_,8.44µm
_03673_,8.44µm
_03838_,8.44µm
_04358_,8.44µm
_04413_,8.44µm
_04796_,8.44µm
_04863_,8.44µm
_04879_,8.44µm
_04969_,8.44µm
_04983_,8.44µm
_05176_,8.44µm
_05428_,8.435µm
_01170_,8.42µm
_01472_,8.42µm
_04370_,8.42µm
_04962_,8.42µm
u_interface.u_gelu_fp32.u_synth_top.s3_mult\[39\],8.42µm
_02727_,8.415µm
_02752_,8.4µm
_02819_,8.4µm
_03100_,8.4µm
_03807_,8.4µm
_04269_,8.4µm
_04384_,8.4µm
_05508_,8.4µm
_05529_,8.4µm
net912,8.4µm
u_interface.fifo_data\[10\]\[6\],8.395µm
_02126_,8.38µm
_02153_,8.38µm
_03010_,8.38µm
_03788_,8.38µm
_05077_,8.38µm
net1090,8.38µm
net1107,8.38µm
_01087_,8.365µm
_01706_,8.36µm
_01759_,8.36µm
_03533_,8.36µm
_04001_,8.36µm
_04714_,8.36µm
_05056_,8.36µm
_05087_,8.36µm
u_interface.fifo_data\[11\]\[17\],8.36µm
_04112_,8.35µm
_04143_,8.35µm
u_interface.fifo_data\[2\]\[30\],8.35µm
_01932_,8.34µm
_02475_,8.34µm
_02485_,8.34µm
_02656_,8.34µm
_03695_,8.34µm
_03835_,8.34µm
_03847_,8.34µm
_03851_,8.34µm
_03883_,8.34µm
_04947_,8.34µm
_05275_,8.34µm
_05641_,8.34µm
_06129_,8.34µm
net995,8.34µm
net1176,8.34µm
net1274,8.34µm
u_interface.fifo_data\[10\]\[3\],8.33µm
_00534_,8.325µm
_01496_,8.32µm
_02472_,8.32µm
_02575_,8.32µm
_02976_,8.32µm
_03712_,8.32µm
_04067_,8.32µm
_05575_,8.32µm
u_interface.fifo_data\[12\]\[9\],8.32µm
u_interface.fifo_data\[15\]\[1\],8.32µm
u_interface.fifo_data\[15\]\[5\],8.32µm
u_interface.fifo_data\[4\]\[15\],8.32µm
u_interface.fifo_data\[5\]\[8\],8.32µm
u_interface.u_gelu_fp32.s2_data\[11\],8.32µm
u_interface.u_gelu_fp32.u_fp32_to_q16.s3_frac\[3\],8.32µm
u_interface.u_gelu_fp32.u_synth_top.s3_b\[8\],8.32µm
net1379,8.315µm
_00940_,8.305µm
_00570_,8.3µm
_00977_,8.3µm
_01550_,8.3µm
_05673_,8.3µm
net983,8.3µm
net1199,8.3µm
net1273,8.3µm
net1401,8.3µm
_01113_,8.28µm
_04203_,8.28µm
_06318_,8.28µm
net1188,8.28µm
_03494_,8.275µm
net188,8.27µm
_00051_,8.265µm
_00257_,8.265µm
_00877_,8.265µm
_01076_,8.265µm
_03101_,8.26µm
_03762_,8.26µm
_05172_,8.26µm
_01480_,8.24µm
_02726_,8.24µm
_02794_,8.24µm
_02958_,8.24µm
_04132_,8.24µm
_04207_,8.24µm
_04604_,8.24µm
_04992_,8.24µm
_05012_,8.24µm
_05173_,8.24µm
_06017_,8.24µm
u_interface.u_gelu_fp32.s2_data\[12\],8.24µm
net1718,8.24µm
_00048_,8.225µm
_00188_,8.225µm
_00224_,8.225µm
_00267_,8.225µm
_00375_,8.225µm
_00604_,8.225µm
_00630_,8.225µm
_01708_,8.225µm
_03111_,8.22µm
_04674_,8.22µm
_05141_,8.22µm
_00318_,8.205µm
_01075_,8.205µm
u_interface.fifo_data\[2\]\[7\],8.205µm
_01713_,8.2µm
_01899_,8.2µm
_03140_,8.2µm
_03386_,8.2µm
_03652_,8.2µm
_04432_,8.2µm
_04622_,8.2µm
_05063_,8.2µm
_05270_,8.2µm
_06235_,8.2µm
_06269_,8.2µm
u_interface.fifo_data\[0\]\[4\],8.2µm
net13,8.2µm
net1470,8.2µm
_00040_,8.195µm
_00304_,8.195µm
_00531_,8.185µm
net1299,8.18µm
_00118_,8.165µm
_04553_,8.16µm
_05774_,8.16µm
u_interface.fifo_tuser\[3\],8.16µm
net1503,8.16µm
_00982_,8.155µm
net896,8.155µm
_03267_,8.14µm
_04685_,8.14µm
_05988_,8.14µm
_06461_,8.14µm
u_interface.u_gelu_fp32.u_synth_top.s2_b\[4\],8.14µm
net1733,8.14µm
_02108_,8.12µm
_02279_,8.12µm
_02900_,8.12µm
_03502_,8.12µm
_03837_,8.12µm
_03890_,8.12µm
_04052_,8.12µm
_04270_,8.12µm
_04395_,8.12µm
_04558_,8.12µm
_04830_,8.12µm
_04860_,8.12µm
_05218_,8.12µm
_05308_,8.12µm
_05570_,8.12µm
_05657_,8.12µm
_05791_,8.12µm
_05858_,8.12µm
_05940_,8.12µm
_06244_,8.12µm
u_interface.fifo_data\[15\]\[13\],8.12µm
_03496_,8.115µm
u_interface.fifo_tuser\[10\],8.115µm
_01398_,8.1µm
_01540_,8.1µm
_01629_,8.1µm
_01681_,8.1µm
_01917_,8.1µm
_02313_,8.1µm
_02822_,8.1µm
_03102_,8.1µm
_03509_,8.1µm
_03681_,8.1µm
_04034_,8.1µm
_04083_,8.1µm
_05970_,8.1µm
_05984_,8.1µm
_06271_,8.1µm
u_interface.fifo_data\[13\]\[22\],8.1µm
net1528,8.1µm
_02033_,8.095µm
_00389_,8.085µm
_00798_,8.085µm
_04882_,8.08µm
_05130_,8.08µm
_00035_,8.065µm
_00201_,8.065µm
_01085_,8.065µm
_02446_,8.06µm
_02904_,8.06µm
_02950_,8.06µm
_03351_,8.06µm
_03455_,8.06µm
u_interface.core_data_out\[18\],8.06µm
u_interface.u_gelu_fp32.u_q16_to_fp32.s2_exp\[4\],8.06µm
u_interface.u_gelu_fp32.u_synth_top.s3_mult\[31\],8.06µm
net1547,8.06µm
net1596,8.06µm
_00781_,8.055µm
_05613_,8.04µm
_06015_,8.04µm
_00441_,8.035µm
_00159_,8.025µm
_00380_,8.025µm
_01423_,8.02µm
_01997_,8.02µm
_02310_,8.02µm
_03167_,8.02µm
_03319_,8.02µm
_03867_,8.02µm
_04221_,8.02µm
_04276_,8.02µm
_04678_,8.02µm
_05715_,8.02µm
_06410_,8.02µm
u_interface.u_gelu_fp32.u_synth_top.s3_b\[7\],8.02µm
_00932_,8.005µm
_03817_,8µm
_04045_,8µm
_04425_,8µm
_05596_,8µm
_05780_,8µm
_06097_,8µm
_00325_,7.985µm
_01310_,7.98µm
_02000_,7.98µm
_02027_,7.98µm
_02206_,7.98µm
_02292_,7.98µm
_02558_,7.98µm
_03686_,7.98µm
_04319_,7.98µm
_04700_,7.98µm
_05664_,7.98µm
_05861_,7.98µm
_06173_,7.98µm
_06255_,7.98µm
u_interface.u_gelu_fp32.s2_data\[5\],7.98µm
net1001,7.98µm
net1289,7.98µm
net1349,7.98µm
net1771,7.98µm
_01941_,7.96µm
_02017_,7.96µm
_03361_,7.96µm
_04513_,7.96µm
_04630_,7.96µm
_04828_,7.96µm
_01268_,7.94µm
_02364_,7.94µm
_03313_,7.94µm
_03536_,7.94µm
_05645_,7.94µm
_05757_,7.94µm
net1015,7.94µm
net1193,7.94µm
net1311,7.94µm
net1762,7.94µm
_02969_,7.925µm
_01028_,7.92µm
_03139_,7.92µm
_04431_,7.92µm
net1688,7.92µm
_00322_,7.905µm
net1399,7.905µm
_01468_,7.9µm
_02169_,7.9µm
_02497_,7.9µm
_02767_,7.9µm
_02945_,7.9µm
_03005_,7.9µm
_03305_,7.9µm
_04219_,7.9µm
_04286_,7.9µm
_04366_,7.9µm
_04581_,7.9µm
_05107_,7.9µm
_05143_,7.9µm
_05164_,7.9µm
_05345_,7.9µm
_05680_,7.9µm
_06115_,7.9µm
_06127_,7.9µm
net1172,7.9µm
net1290,7.9µm
u_interface.fifo_data\[6\]\[6\],7.89µm
net950,7.89µm
_00776_,7.885µm
_00848_,7.88µm
_00852_,7.88µm
_01490_,7.88µm
_01551_,7.88µm
_03557_,7.88µm
_03839_,7.88µm
_04108_,7.88µm
_04382_,7.88µm
_04575_,7.88µm
_04833_,7.88µm
_05071_,7.88µm
_05802_,7.88µm
u_interface.u_gelu_fp32.u_fp32_to_q16.s1_mant\[0\],7.88µm
net1238,7.88µm
_00204_,7.865µm
_02776_,7.865µm
_00583_,7.86µm
_02801_,7.86µm
_02832_,7.86µm
_03425_,7.86µm
_03732_,7.86µm
_04141_,7.86µm
_04285_,7.86µm
_04471_,7.86µm
_04651_,7.86µm
_04744_,7.86µm
_06231_,7.86µm
u_interface.fifo_data\[1\]\[18\],7.86µm
u_interface.fifo_data\[1\]\[25\],7.86µm
u_interface.fifo_data\[4\]\[14\],7.86µm
u_interface.fifo_data\[4\]\[31\],7.86µm
u_interface.fifo_data\[9\]\[22\],7.86µm
u_interface.fifo_tlast\[3\],7.86µm
_04898_,7.855µm
net1130,7.84µm
net1472,7.84µm
net1080,7.82µm
net1319,7.82µm
net881,7.815µm
_01952_,7.8µm
_03155_,7.8µm
_05102_,7.785µm
_01736_,7.78µm
_02344_,7.78µm
_02766_,7.78µm
_03225_,7.78µm
_03397_,7.78µm
_03535_,7.78µm
_03710_,7.78µm
_03813_,7.78µm
_04069_,7.78µm
_04257_,7.78µm
_04294_,7.78µm
_04456_,7.78µm
_04477_,7.78µm
_04511_,7.78µm
_04573_,7.78µm
_04636_,7.78µm
_04854_,7.78µm
_04933_,7.78µm
_05897_,7.78µm
net1597,7.78µm
net1607,7.78µm
_00293_,7.765µm
_00579_,7.765µm
net887,7.765µm
_02929_,7.76µm
_03175_,7.76µm
_03204_,7.76µm
_03471_,7.76µm
_03748_,7.76µm
_04403_,7.76µm
_04629_,7.76µm
net1140,7.76µm
_01110_,7.74µm
_02072_,7.74µm
_02524_,7.74µm
_03073_,7.74µm
_03630_,7.74µm
_03909_,7.74µm
_04423_,7.74µm
_05507_,7.74µm
_06253_,7.74µm
u_interface.u_gelu_fp32.u_q16_to_fp32.s3_norm_mag\[2\],7.74µm
u_interface.u_gelu_fp32.u_synth_top.s3_mult\[37\],7.74µm
_01014_,7.7µm
_03285_,7.7µm
_03463_,7.7µm
_04243_,7.7µm
_06276_,7.7µm
net1418,7.7µm
net1446,7.7µm
_00984_,7.695µm
_00922_,7.685µm
_01864_,7.68µm
_02817_,7.68µm
_03200_,7.68µm
u_interface.meta_tlast_pipe\[8\],7.68µm
u_interface.meta_tuser_pipe\[4\],7.68µm
u_interface.u_gelu_fp32.u_fp32_to_q16.s2_valid,7.68µm
u_interface.u_gelu_fp32.u_synth_top.s2_dx\[20\],7.68µm
net1593,7.68µm
_01116_,7.66µm
_02549_,7.66µm
_02837_,7.66µm
_03560_,7.66µm
_03792_,7.66µm
_03959_,7.66µm
_04038_,7.66µm
_04680_,7.66µm
_04897_,7.66µm
_05360_,7.66µm
_05814_,7.66µm
_06069_,7.66µm
_06172_,7.66µm
net1087,7.66µm
_01436_,7.65µm
_00695_,7.645µm
_01006_,7.64µm
_02495_,7.64µm
_03396_,7.64µm
_03669_,7.64µm
_04063_,7.64µm
_04551_,7.64µm
_06038_,7.64µm
u_interface.fifo_data\[3\]\[27\],7.64µm
u_interface.fifo_data\[9\]\[13\],7.64µm
u_interface.u_gelu_fp32.s2_valid,7.64µm
u_interface.u_gelu_fp32.u_fp32_to_q16.s1_exp\[6\],7.64µm
u_interface.u_gelu_fp32.u_fp32_to_q16.s1_mant\[12\],7.64µm
net181,7.64µm
_02848_,7.62µm
_00106_,7.605µm
_00120_,7.605µm
_00039_,7.6µm
_01290_,7.6µm
_01698_,7.6µm
_06203_,7.6µm
net1327,7.6µm
net1555,7.6µm
_02479_,7.58µm
_03940_,7.58µm
_04311_,7.58µm
_00306_,7.565µm
_00321_,7.565µm
_00846_,7.565µm
net1713,7.565µm
_02141_,7.56µm
_02338_,7.56µm
_03943_,7.56µm
_04615_,7.56µm
_04837_,7.56µm
_05139_,7.56µm
_05495_,7.56µm
_05515_,7.56µm
_05848_,7.56µm
_06023_,7.56µm
net1241,7.56µm
net1321,7.56µm
net1668,7.56µm
_00270_,7.555µm
_00498_,7.545µm
_00760_,7.545µm
_02552_,7.54µm
_02691_,7.54µm
_03409_,7.54µm
_03833_,7.54µm
_04033_,7.54µm
_05015_,7.54µm
_05152_,7.54µm
_05601_,7.54µm
_05930_,7.54µm
_06134_,7.54µm
_00207_,7.525µm
_00225_,7.525µm
_00653_,7.525µm
_01103_,7.52µm
_02876_,7.52µm
_02994_,7.52µm
_03342_,7.52µm
_03559_,7.52µm
_04169_,7.52µm
_04371_,7.52µm
_04827_,7.52µm
_05362_,7.52µm
_05700_,7.52µm
_05910_,7.52µm
_06111_,7.52µm
_06208_,7.52µm
_06245_,7.52µm
u_interface.u_gelu_fp32.s2_data\[9\],7.52µm
net1296,7.52µm
net1390,7.52µm
_03205_,7.51µm
_01437_,7.5µm
_05364_,7.5µm
_05684_,7.5µm
_02060_,7.48µm
_02459_,7.48µm
_03229_,7.48µm
net1058,7.48µm
net1167,7.48µm
net1477,7.48µm
_00812_,7.46µm
_00855_,7.46µm
_00976_,7.46µm
_03831_,7.46µm
_03983_,7.46µm
_06007_,7.46µm
_06182_,7.46µm
_06403_,7.46µm
u_interface.meta_tlast_pipe\[2\],7.46µm
net1150,7.46µm
net1163,7.46µm
_01316_,7.44µm
_01572_,7.44µm
_02352_,7.44µm
_03316_,7.44µm
_03352_,7.44µm
_03398_,7.44µm
_03624_,7.44µm
_04338_,7.44µm
_04595_,7.44µm
_05040_,7.44µm
_05186_,7.44µm
_06098_,7.44µm
_06484_,7.44µm
u_interface.fifo_data\[12\]\[11\],7.44µm
u_interface.u_gelu_fp32.u_synth_top.s3_mult\[26\],7.44µm
net1157,7.44µm
net1211,7.44µm
_02570_,7.435µm
net1585,7.435µm
_03454_,7.42µm
_03640_,7.42µm
_03644_,7.42µm
_04657_,7.42µm
_05518_,7.41µm
_03053_,7.4µm
_03896_,7.4µm
_03955_,7.4µm
_03960_,7.4µm
_05717_,7.4µm
_05975_,7.4µm
_06114_,7.4µm
_06486_,7.4µm
u_interface.fifo_data\[13\]\[27\],7.4µm
u_interface.fifo_data\[4\]\[19\],7.4µm
u_interface.fifo_data\[8\]\[4\],7.4µm
net937,7.4µm
net1515,7.4µm
_00056_,7.385µm
_00168_,7.385µm
_00190_,7.385µm
_00423_,7.385µm
_04133_,7.38µm
net1065,7.38µm
net1072,7.38µm
net1212,7.38µm
net1519,7.38µm
net1537,7.38µm
_05049_,7.37µm
_06083_,7.36µm
net1496,7.36µm
net1672,7.36µm
_00459_,7.355µm
_05998_,7.35µm
_00585_,7.345µm
_00963_,7.345µm
net935,7.345µm
_01455_,7.34µm
_01771_,7.34µm
_03922_,7.34µm
_04024_,7.34µm
_05469_,7.34µm
_05470_,7.34µm
_05726_,7.34µm
net1493,7.34µm
net1529,7.34µm
_01102_,7.32µm
_01432_,7.32µm
_01796_,7.32µm
_02377_,7.32µm
_02470_,7.32µm
_02680_,7.32µm
_02785_,7.32µm
_02792_,7.32µm
_03665_,7.32µm
_03923_,7.32µm
_03944_,7.32µm
_04644_,7.32µm
_05691_,7.32µm
_05854_,7.32µm
_00187_,7.305µm
_00330_,7.305µm
_00578_,7.305µm
_00592_,7.305µm
_00611_,7.305µm
_00842_,7.305µm
_00843_,7.305µm
_04485_,7.3µm
net1040,7.3µm
net1180,7.3µm
_00016_,7.295µm
_00992_,7.285µm
_02155_,7.28µm
_02476_,7.28µm
_03653_,7.28µm
_03749_,7.28µm
_03936_,7.28µm
_04228_,7.28µm
_04949_,7.28µm
_04965_,7.28µm
_05279_,7.28µm
_05355_,7.28µm
_06163_,7.28µm
net94,7.28µm
net1303,7.275µm
_02477_,7.26µm
_00749_,7.245µm
_00753_,7.245µm
_01000_,7.24µm
_03996_,7.24µm
_04156_,7.24µm
_04564_,7.24µm
_05475_,7.24µm
_00780_,7.225µm
_00755_,7.22µm
_01118_,7.22µm
_01368_,7.22µm
_01976_,7.22µm
_03017_,7.22µm
_03711_,7.22µm
_04522_,7.22µm
_04661_,7.22µm
_04887_,7.22µm
_05203_,7.22µm
_05522_,7.22µm
_06372_,7.22µm
_06466_,7.22µm
u_interface.fifo_data\[4\]\[26\],7.22µm
u_interface.meta_tuser_pipe\[3\],7.22µm
net60,7.22µm
net924,7.22µm
net1603,7.22µm
_00573_,7.205µm
_01487_,7.2µm
_01893_,7.2µm
_02465_,7.2µm
_03218_,7.2µm
_03466_,7.2µm
_04621_,7.2µm
_04696_,7.2µm
_05318_,7.2µm
_05353_,7.2µm
_05667_,7.2µm
_05671_,7.2µm
_05713_,7.2µm
_05871_,7.2µm
_06156_,7.2µm
u_interface.fifo_tuser\[11\],7.2µm
_00010_,7.185µm
_00890_,7.18µm
_00895_,7.18µm
_00933_,7.18µm
_01405_,7.18µm
_01538_,7.18µm
_01813_,7.18µm
_01853_,7.18µm
_01903_,7.18µm
_01982_,7.18µm
_02180_,7.18µm
_02545_,7.18µm
_02582_,7.18µm
_02719_,7.18µm
_03228_,7.18µm
_04512_,7.18µm
_05598_,7.18µm
_05881_,7.18µm
_06082_,7.18µm
u_interface.fifo_data\[0\]\[25\],7.18µm
net965,7.18µm
net1231,7.18µm
net1264,7.18µm
_00840_,7.165µm
_00910_,7.165µm
_03214_,7.16µm
_05589_,7.16µm
net175,7.16µm
_00259_,7.145µm
_00261_,7.145µm
_00393_,7.145µm
_00406_,7.145µm
_00453_,7.145µm
_00594_,7.145µm
_00600_,7.145µm
_00603_,7.145µm
_00714_,7.145µm
_01065_,7.145µm
_00883_,7.14µm
_01384_,7.14µm
net1348,7.14µm
_02064_,7.135µm
_00263_,7.125µm
_02258_,7.12µm
_02641_,7.12µm
_03378_,7.12µm
_05207_,7.12µm
_05882_,7.12µm
m_axis_tdata[14],7.11µm
_00378_,7.105µm
_00401_,7.105µm
_00457_,7.105µm
_00916_,7.105µm
_01801_,7.105µm
_01319_,7.1µm
_01343_,7.1µm
_01754_,7.1µm
_01826_,7.1µm
_02312_,7.1µm
_02415_,7.1µm
_02474_,7.1µm
_03303_,7.1µm
_03928_,7.1µm
_04095_,7.1µm
_04148_,7.1µm
_04537_,7.1µm
_04694_,7.1µm
_05159_,7.1µm
_06003_,7.1µm
net30,7.1µm
net65,7.1µm
net928,7.1µm
net1028,7.1µm
net1552,7.1µm
_00927_,7.08µm
_02757_,7.08µm
_02937_,7.08µm
_03373_,7.08µm
_03882_,7.08µm
_04712_,7.08µm
_05016_,7.08µm
_05276_,7.08µm
_05427_,7.08µm
_05836_,7.08µm
_06474_,7.08µm
_06481_,7.08µm
net977,7.08µm
_01156_,7.06µm
_01443_,7.06µm
_02185_,7.06µm
_02605_,7.06µm
_03184_,7.06µm
_03371_,7.06µm
_03581_,7.06µm
_03672_,7.06µm
_03690_,7.06µm
_03840_,7.06µm
_03929_,7.06µm
_04347_,7.06µm
_04587_,7.06µm
_05080_,7.06µm
_05081_,7.06µm
_05560_,7.06µm
_05898_,7.06µm
_06085_,7.06µm
_06291_,7.06µm
u_interface.fifo_data\[11\]\[31\],7.06µm
u_interface.u_gelu_fp32.u_fp32_to_q16.s3_frac\[18\],7.06µm
net172,7.06µm
net917,7.06µm
net1026,7.06µm
net1116,7.06µm
net1556,7.06µm
net1692,7.06µm
_00107_,7.045µm
_01088_,7.045µm
_02923_,7.04µm
_04411_,7.04µm
_05051_,7.03µm
_00217_,7.025µm
_00605_,7.025µm
s_axis_tdata[25],7.01µm
_00505_,7.005µm
_00838_,7µm
_04428_,7µm
_05350_,7µm
_06198_,7µm
net1115,7µm
net1270,7µm
net1557,7µm
net1620,7µm
_00291_,6.985µm
_00550_,6.985µm
_01111_,6.98µm
_01135_,6.98µm
_01873_,6.98µm
_02123_,6.98µm
_02508_,6.98µm
_02821_,6.98µm
_03045_,6.98µm
_03067_,6.98µm
_03275_,6.98µm
_03320_,6.98µm
_04058_,6.98µm
_04080_,6.98µm
_04348_,6.98µm
_04442_,6.98µm
_04654_,6.98µm
_04977_,6.98µm
_06117_,6.98µm
_06142_,6.98µm
_06148_,6.98µm
_06164_,6.98µm
u_interface.u_gelu_fp32.s2_data\[23\],6.98µm
net1638,6.98µm
_00172_,6.96µm
_00517_,6.96µm
_00965_,6.96µm
_01033_,6.96µm
_01582_,6.96µm
_02314_,6.96µm
_02673_,6.96µm
_02942_,6.96µm
_03475_,6.96µm
_04272_,6.96µm
_04751_,6.96µm
_05254_,6.96µm
_00789_,6.955µm
_03963_,6.955µm
_01158_,6.945µm
_02591_,6.94µm
_02645_,6.94µm
_02891_,6.94µm
_03428_,6.94µm
_04140_,6.94µm
_04703_,6.94µm
_04938_,6.94µm
_06213_,6.94µm
_06240_,6.94µm
u_interface.fifo_data\[15\]\[19\],6.94µm
_00245_,6.925µm
_01026_,6.925µm
_01093_,6.925µm
net90,6.92µm
net1089,6.92µm
net1121,6.92µm
net1288,6.92µm
net1329,6.92µm
net1378,6.92µm
net1385,6.92µm
net1405,6.92µm
net1432,6.92µm
net1476,6.92µm
_00862_,6.915µm
_01587_,6.9µm
_03125_,6.9µm
net1099,6.9µm
m_axis_tdata[25],6.89µm
_00256_,6.885µm
_00366_,6.885µm
_00562_,6.885µm
_00732_,6.885µm
_01066_,6.885µm
_03042_,6.88µm
_03514_,6.88µm
_04475_,6.88µm
_04610_,6.88µm
_05339_,6.88µm
_06209_,6.88µm
u_interface.u_gelu_fp32.u_synth_top.s1_x\[17\],6.88µm
_05540_,6.87µm
_00215_,6.865µm
_01164_,6.86µm
_02547_,6.86µm
_02565_,6.86µm
_02670_,6.86µm
_02705_,6.86µm
_02791_,6.86µm
_02851_,6.86µm
_03492_,6.86µm
_03796_,6.86µm
_04619_,6.86µm
_04988_,6.86µm
_05113_,6.86µm
_05303_,6.86µm
_05396_,6.86µm
_05993_,6.86µm
_06049_,6.86µm
_06136_,6.86µm
u_interface.u_gelu_fp32.u_synth_top.s2_dx\[24\],6.86µm
_00230_,6.845µm
_03098_,6.84µm
_03828_,6.84µm
_04106_,6.84µm
_04128_,6.84µm
_04252_,6.84µm
_04717_,6.84µm
_04784_,6.84µm
_00109_,6.825µm
_00132_,6.825µm
_00158_,6.825µm
_00173_,6.825µm
_00209_,6.825µm
_00376_,6.825µm
_00629_,6.825µm
_00633_,6.825µm
_00723_,6.825µm
_01030_,6.825µm
_01885_,6.82µm
_05660_,6.82µm
_06202_,6.82µm
net1041,6.82µm
net1622,6.805µm
_01294_,6.78µm
_01352_,6.78µm
_01486_,6.78µm
_03803_,6.78µm
_05231_,6.78µm
_05543_,6.78µm
_05838_,6.78µm
_05926_,6.78µm
_06146_,6.78µm
m_axis_tdata[29],6.77µm
_00899_,6.76µm
_01152_,6.76µm
_01835_,6.76µm
_02321_,6.76µm
_03071_,6.76µm
_03286_,6.76µm
_03680_,6.76µm
_03692_,6.76µm
_04049_,6.76µm
_05166_,6.76µm
_05688_,6.76µm
_05828_,6.76µm
_06032_,6.76µm
_06036_,6.76µm
u_interface.u_gelu_fp32.s2_data\[28\],6.76µm
u_interface.u_gelu_fp32.u_synth_top.s1_x\[4\],6.76µm
net19,6.76µm
net1542,6.76µm
_05003_,6.75µm
_01068_,6.745µm
_00998_,6.74µm
_01475_,6.74µm
_02666_,6.74µm
_02884_,6.74µm
_03279_,6.74µm
_03326_,6.74µm
_03379_,6.74µm
_03908_,6.74µm
_03930_,6.74µm
_04314_,6.74µm
_04779_,6.74µm
_04896_,6.74µm
_05476_,6.74µm
_05569_,6.74µm
_05653_,6.74µm
_06161_,6.74µm
_06212_,6.74µm
_06214_,6.74µm
net1124,6.74µm
_00494_,6.735µm
_00897_,6.72µm
_01500_,6.72µm
_01560_,6.72µm
_02105_,6.72µm
_02165_,6.72µm
_02231_,6.72µm
_02572_,6.72µm
_02895_,6.72µm
_03512_,6.72µm
_03984_,6.72µm
_04606_,6.72µm
_05949_,6.72µm
u_interface.fifo_data\[13\]\[8\],6.72µm
u_interface.fifo_data\[7\]\[7\],6.72µm
u_interface.fifo_data\[8\]\[8\],6.72µm
u_interface.u_gelu_fp32.u_synth_top.s1_x\[5\],6.72µm
net12,6.72µm
net102,6.72µm
_00179_,6.705µm
_00243_,6.705µm
_00317_,6.705µm
_00644_,6.705µm
_00939_,6.705µm
_02016_,6.7µm
_02079_,6.7µm
_04197_,6.7µm
_00340_,6.695µm
_01090_,6.695µm
_00140_,6.685µm
_00156_,6.685µm
_00221_,6.685µm
_00428_,6.685µm
_00542_,6.685µm
_00641_,6.685µm
_00865_,6.685µm
net1334,6.685µm
_03037_,6.68µm
_02319_,6.675µm
net837,6.67µm
